Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#BEASTMODE
evt_beastmode_bg,,loaded,zmb\level\zm_zod\beastmode\bg\beastmode_bg.wav,,,,,evt_beastmode_bg_front,,,BUS_FX,grp_set_piece,snp_special,,30,0,52,52,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,2d,quad,,looping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_beastmode_bg_front,,loaded,zmb\level\zm_zod\beastmode\front_looper.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,,30,0,62,62,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,2d,front,,looping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_beastmode_enter,,loaded,zmb\level\zm_zod\beastmode\enter\beastmode_start_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,,40,0,68,68,300,1000,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,100,150,95,0.25,no,yes,,0,,no,perspective,npc,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_beastmode_enter,,loaded,zmb\level\zm_zod\beastmode\enter\beastmode_start_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,zmb_beastmode_enter,30,0,72,72,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,perspective,player,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_beastmode_enter,,loaded,zmb\level\zm_zod\beastmode\enter\beastmode_start_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,,40,0,68,68,300,1000,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,100,150,95,0.25,no,yes,,0,,no,perspective,npc,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_beastmode_enter,,loaded,zmb\level\zm_zod\beastmode\enter\beastmode_start_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,zmb_beastmode_enter,30,0,72,72,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,perspective,player,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_beastmode_enter,,loaded,zmb\level\zm_zod\beastmode\enter\beastmode_start_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,,40,0,68,68,300,1000,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,100,150,95,0.25,no,yes,,0,,no,perspective,npc,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_beastmode_enter,,loaded,zmb\level\zm_zod\beastmode\enter\beastmode_start_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,zmb_beastmode_enter,30,0,72,72,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,perspective,player,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_beastmode_exit,,loaded,zmb\level\zm_zod\beastmode\exit\beastmode_return.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,,40,0,68,68,300,1000,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,100,150,95,0.25,no,yes,,0,,no,perspective,npc,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_beastmode_exit,,loaded,zmb\level\zm_zod\beastmode\exit\beastmode_return.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,zmb_beastmode_enter,30,0,72,72,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,perspective,player,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
